CORR_ANS,item_TGT,item_OTH,item_X,tripletid,file_TGT,onset_TGT,offset_TGT,word_TGT,speaker_TGT,CV_TGT,context_TGT,phone_TGT,file_OTH,onset_OTH,offset_OTH,word_OTH,speaker_OTH,CV_OTH,context_OTH,phone_OTH,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X
A,amelia_vowels_11,amelia_vowels_41,ewan_10,stimulus72_A,amelia_vowels.wav,27.47216,28.2425,HAEDAH,amelia,V,A,æ,amelia_vowels.wav,107.22875,107.96148,WHODAH,amelia,V,A,u,ewan.wav,28.6807,29.4125,HAEDAH,ewan,V,A,æ
B,amelia_vowels_15,amelia_vowels_48,ewan_14,stimulus73_B,amelia_vowels.wav,37.6934,38.4725,HAEDI,amelia,V,I,æ,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,ewan.wav,40.24068,40.9225,HAEDI,ewan,V,I,æ
B,ewan_46,ewan_14,amelia_vowels_48,stimulus74_B,ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u,ewan.wav,40.24068,40.9225,HAEDI,ewan,V,I,æ,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u
A,ewan_43,ewan_10,amelia_vowels_41,stimulus75_A,ewan.wav,126.2825,127.0125,WHODAH,ewan,V,A,u,ewan.wav,28.6807,29.4125,HAEDAH,ewan,V,A,æ,amelia_vowels.wav,107.22875,107.96148,WHODAH,amelia,V,A,u
A,ewan_21,ewan_37,amelia_vowels_22,stimulus76_A,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,amelia_vowels.wav,57.64913,58.41293,HEEDI,amelia,V,I,i
B,amelia_vowels_22,amelia_vowels_39,ewan_21,stimulus77_B,amelia_vowels.wav,57.64913,58.41293,HEEDI,amelia,V,I,i,amelia_vowels.wav,101.46732,102.16942,HOODI,amelia,V,I,ʊ,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i
B,ewan_34,ewan_19,amelia_vowels_33,stimulus78_B,ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i,amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ
A,ewan_14,ewan_8,amelia_vowels_15,stimulus79_A,ewan.wav,40.24068,40.9225,HAEDI,ewan,V,I,æ,ewan.wav,22.3965,23.01587,HADI,ewan,V,I,ɑ,amelia_vowels.wav,37.6934,38.4725,HAEDI,amelia,V,I,æ
A,amelia_vowels_33,amelia_vowels_17,ewan_34,stimulus80_A,amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ
A,ewan_21,ewan_29,amelia_vowels_22,stimulus81_A,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,amelia_vowels.wav,57.64913,58.41293,HEEDI,amelia,V,I,i
B,amelia_vowels_22,amelia_vowels_30,ewan_21,stimulus82_B,amelia_vowels.wav,57.64913,58.41293,HEEDI,amelia,V,I,i,amelia_vowels.wav,79.21868,79.88909,HUHDI,amelia,V,I,ʌ,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i
B,amelia_vowels_25,amelia_vowels_17,ewan_28,stimulus83_B,amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,ewan.wav,81.0625,81.7525,HUHDAH,ewan,V,A,ʌ
A,ewan_28,ewan_19,amelia_vowels_25,stimulus84_A,ewan.wav,81.0625,81.7525,HUHDAH,ewan,V,A,ʌ,ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i,amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ
A,ewan_19,ewan_43,amelia_vowels_17,stimulus85_A,ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i,ewan.wav,126.2825,127.0125,WHODAH,ewan,V,A,u,amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i
B,amelia_vowels_17,amelia_vowels_41,ewan_19,stimulus86_B,amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,amelia_vowels.wav,107.22875,107.96148,WHODAH,amelia,V,A,u,ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i
B,amelia_vowels_48,amelia_vowels_22,ewan_46,stimulus87_B,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,amelia_vowels.wav,57.64913,58.41293,HEEDI,amelia,V,I,i,ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u
A,ewan_46,ewan_21,amelia_vowels_48,stimulus88_A,ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u
A,amelia_vowels_33,amelia_vowels_25,ewan_34,stimulus89_A,amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ
A,amelia_vowels_1,amelia_vowels_17,ewan_2,stimulus90_A,amelia_vowels.wav,2.19827,2.9625,HADAH,amelia,V,A,ɑ,amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ
B,ewan_37,ewan_29,amelia_vowels_39,stimulus91_B,ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,amelia_vowels.wav,101.46732,102.16942,HOODI,amelia,V,I,ʊ
B,amelia_vowels_30,amelia_vowels_39,ewan_29,stimulus92_B,amelia_vowels.wav,79.21868,79.88909,HUHDI,amelia,V,I,ʌ,amelia_vowels.wav,101.46732,102.16942,HOODI,amelia,V,I,ʊ,ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ
A,ewan_28,ewan_34,amelia_vowels_25,stimulus93_A,ewan.wav,81.0625,81.7525,HUHDAH,ewan,V,A,ʌ,ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ
A,ewan_34,ewan_43,amelia_vowels_33,stimulus94_A,ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,ewan.wav,126.2825,127.0125,WHODAH,ewan,V,A,u,amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ
B,amelia_vowels_33,amelia_vowels_41,ewan_34,stimulus95_B,amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,amelia_vowels.wav,107.22875,107.96148,WHODAH,amelia,V,A,u,ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ
B,amelia_vowels_48,amelia_vowels_39,ewan_46,stimulus96_B,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,amelia_vowels.wav,101.46732,102.16942,HOODI,amelia,V,I,ʊ,ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u
A,ewan_46,ewan_37,amelia_vowels_48,stimulus97_A,ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u,ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u
A,ewan_34,ewan_43,amelia_vowels_33,stimulus98_A,ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,ewan.wav,126.2825,127.0125,WHODAH,ewan,V,A,u,amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ
B,amelia_vowels_39,amelia_vowels_48,ewan_37,stimulus99_B,amelia_vowels.wav,101.46732,102.16942,HOODI,amelia,V,I,ʊ,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ
B,ewan_46,ewan_37,amelia_vowels_48,stimulus100_B,ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u,ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u
B,ewan_8,ewan_21,amelia_vowels_5,stimulus101_B,ewan.wav,22.3965,23.01587,HADI,ewan,V,I,ɑ,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,amelia_vowels.wav,12.5659,13.30968,HADI,amelia,V,I,ɑ
A,amelia_vowels_41,amelia_vowels_33,ewan_43,stimulus102_A,amelia_vowels.wav,107.22875,107.96148,WHODAH,amelia,V,A,u,amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,ewan.wav,126.2825,127.0125,WHODAH,ewan,V,A,u
A,amelia_consonants_31,amelia_consonants_23,ewan_80,stimulus103_A,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f
B,ewan_76,ewan_68,amelia_consonants_27,stimulus104_B,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f
B,ewan_71,ewan_80,amelia_consonants_23,stimulus105_B,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k
A,amelia_consonants_20,amelia_consonants_27,ewan_68,stimulus106_A,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k
A,ewan_80,ewan_56,amelia_consonants_31,stimulus107_A,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f
B,amelia_consonants_31,amelia_consonants_7,ewan_80,stimulus108_B,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,amelia_consonants.wav,17.98056,18.54394,EEPEE,amelia,C,I,p,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f
B,ewan_50,ewan_76,amelia_consonants_3,stimulus109_B,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,amelia_consonants.wav,7.31359,7.93251,APAH,amelia,C,A,p
A,amelia_consonants_3,amelia_consonants_27,ewan_50,stimulus110_A,amelia_consonants.wav,7.31359,7.93251,APAH,amelia,C,A,p,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p
A,ewan_76,ewan_92,amelia_consonants_27,stimulus111_A,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f
B,ewan_19,ewan_2,amelia_vowels_17,stimulus112_B,ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i,ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i
B,amelia_consonants_27,amelia_consonants_42,ewan_76,stimulus113_B,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f
B,amelia_consonants_46,amelia_consonants_31,ewan_96,stimulus114_B,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ
A,ewan_96,ewan_80,amelia_consonants_46,stimulus115_A,ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ
A,ewan_80,ewan_87,amelia_consonants_31,stimulus116_A,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f
B,amelia_consonants_27,amelia_consonants_34,ewan_76,stimulus117_B,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f
B,amelia_consonants_38,amelia_consonants_31,ewan_87,stimulus118_B,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s
A,ewan_83,ewan_76,amelia_consonants_34,stimulus119_A,ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s
A,amelia_consonants_27,amelia_consonants_49,ewan_76,stimulus120_A,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,amelia_consonants.wav,129.9825,130.6925,ATHAH,amelia,C,A,θ,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f
B,ewan_76,ewan_97,amelia_consonants_27,stimulus121_B,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,ewan.wav,279.7725,280.3225,ATHAH,ewan,C,A,θ,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f
B,amelia_consonants_55,amelia_consonants_31,ewan_101,stimulus122_B,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ
A,amelia_vowels_22,amelia_vowels_5,ewan_21,stimulus123_A,amelia_vowels.wav,57.64913,58.41293,HEEDI,amelia,V,I,i,amelia_vowels.wav,12.5659,13.30968,HADI,amelia,V,I,ɑ,ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i
A,ewan_101,ewan_80,amelia_consonants_55,stimulus124_A,ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ
A,ewan_80,ewan_62,amelia_consonants_31,stimulus125_A,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,ewan.wav,185.2225,185.7725,EETEE,ewan,C,I,t,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f
B,amelia_consonants_31,amelia_consonants_14,ewan_80,stimulus126_B,amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,amelia_consonants.wav,36.60264,37.21308,EETEE,amelia,C,I,t,ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f
B,amelia_consonants_9,amelia_consonants_27,ewan_59,stimulus127_B,amelia_consonants.wav,23.47667,24.1025,ATAH,amelia,C,A,t,amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,ewan.wav,177.0325,177.5625,ATAH,ewan,C,A,t
A,ewan_59,ewan_76,amelia_consonants_9,stimulus128_A,ewan.wav,177.0325,177.5625,ATAH,ewan,C,A,t,ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,amelia_consonants.wav,23.47667,24.1025,ATAH,amelia,C,A,t
A,ewan_71,ewan_56,amelia_consonants_23,stimulus129_A,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k
B,ewan_68,ewan_50,amelia_consonants_20,stimulus130_B,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k
B,amelia_consonants_7,amelia_consonants_23,ewan_56,stimulus131_B,amelia_consonants.wav,17.98056,18.54394,EEPEE,amelia,C,I,p,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p
A,amelia_consonants_3,amelia_consonants_20,ewan_50,stimulus132_A,amelia_consonants.wav,7.31359,7.93251,APAH,amelia,C,A,p,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p
A,amelia_consonants_23,amelia_consonants_46,ewan_71,stimulus133_A,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k
A,ewan_8,ewan_37,amelia_vowels_5,stimulus134_A,ewan.wav,22.3965,23.01587,HADI,ewan,V,I,ɑ,ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,amelia_vowels.wav,12.5659,13.30968,HADI,amelia,V,I,ɑ
B,ewan_71,ewan_96,amelia_consonants_23,stimulus135_B,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k
B,amelia_consonants_42,amelia_consonants_20,ewan_92,stimulus136_B,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ
A,ewan_92,ewan_68,amelia_consonants_42,stimulus137_A,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ
A,amelia_consonants_23,amelia_consonants_38,ewan_71,stimulus138_A,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k
B,ewan_71,ewan_87,amelia_consonants_23,stimulus139_B,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k
B,amelia_consonants_34,amelia_consonants_20,ewan_83,stimulus140_B,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s
A,ewan_83,ewan_68,amelia_consonants_34,stimulus141_A,ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s
A,amelia_consonants_20,amelia_consonants_49,ewan_68,stimulus142_A,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,amelia_consonants.wav,129.9825,130.6925,ATHAH,amelia,C,A,θ,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k
B,ewan_68,ewan_97,amelia_consonants_20,stimulus143_B,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,ewan.wav,279.7725,280.3225,ATHAH,ewan,C,A,θ,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k
B,ewan_101,ewan_71,amelia_consonants_55,stimulus144_B,ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ
