m_pos_vars_CORRECT,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars_CORRECT,m_stanfile_CORRECT,seed.x,m_pos_vars_INCORRECT,m_neg_vars_INCORRECT,m_stanfile_INCORRECT,seed.y,elpd_diff,se_diff
,0,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182326168,Econ+Loc,Glob,stan_models/master_model.stan,1833.4597589240875,-2.656728908854568,2.1964799624438878
,0,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182326168,Glob+Loc,Econ,stan_models/master_model.stan,2225.360638958169,-6.203175823996105,3.1542164479707777
,0,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182326168,Econ,Glob+Loc,stan_models/master_model.stan,6318.932553880382,-0.49795679425069217,1.3979297289079473
,0,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182326168,Glob,Econ+Loc,stan_models/master_model.stan,6929.86139477347,-4.450991512738733,2.8682094762351946
,0,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182326168,Loc,Econ+Glob,stan_models/master_model.stan,8994.707144604763,-2.1189814275888814,1.5962892853786768
Glob,0,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.3969155219384,Econ+Glob+Loc,,stan_models/master_model.stan,3641.126656076871,-9.794374036729934,5.023916300958
Glob,0,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.3969155219384,Econ+Glob,Loc,stan_models/master_model.stan,7343.655395186739,-10.671427870652941,4.923366818605382
Glob,0,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.3969155219384,Econ+Loc,Glob,stan_models/master_model.stan,4968.322186101228,-10.943472550473645,5.098724217969219
Glob,0,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.3969155219384,Glob+Loc,Econ,stan_models/master_model.stan,376.1741204939317,-0.6372767439941072,0.9373024157949951
Glob,0,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.3969155219384,Econ,Glob+Loc,stan_models/master_model.stan,535.4014017356094,-11.949691276639184,5.031081659093513
Glob,0,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.3969155219384,Loc,Econ+Glob,stan_models/master_model.stan,4527.439813076286,-6.196033906642798,3.691427559041127
Glob,0,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.3969155219384,,Econ+Glob+Loc,stan_models/master_model.stan,7623.420805920614,-6.795171166892313,3.526947594494244
Loc,0,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274347693194,Econ+Glob+Loc,,stan_models/master_model.stan,8334.93525660201,-10.547784228692532,4.337905669152383
Loc,0,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274347693194,Econ+Glob,Loc,stan_models/master_model.stan,7000.661547037307,-3.809350494357032,5.012714309352081
Loc,0,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274347693194,Econ+Loc,Glob,stan_models/master_model.stan,4458.222704302985,-10.328384850475086,4.489783560579523
Loc,0,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274347693194,Glob+Loc,Econ,stan_models/master_model.stan,8924.71374201565,-3.116049266024989,2.2561492228639004
Loc,0,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274347693194,Econ,Glob+Loc,stan_models/master_model.stan,9745.818015944446,-3.5731754223622847,5.0769462823705425
Loc,0,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274347693194,Glob,Econ+Loc,stan_models/master_model.stan,5160.196844375692,-1.6350472749159888,3.447533728437957
Loc,0,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274347693194,,Econ+Glob+Loc,stan_models/master_model.stan,9257.894110383699,-4.401417341923299,2.5878912753348624
Loc,0,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530111529166,Econ+Glob+Loc,,stan_models/master_model.stan,4115.825520466082,-0.4269345243362448,4.274469116417884
Loc,0,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530111529166,Econ+Glob,Loc,stan_models/master_model.stan,3932.2163895359263,-0.7813076736144087,4.460428212105978
Loc,0,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530111529166,Econ+Loc,Glob,stan_models/master_model.stan,5188.611269088695,-1.9227202114358004,2.7861507413948696
Loc,0,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530111529166,Glob+Loc,Econ,stan_models/master_model.stan,8172.876763142878,-8.59841641469636,4.142865139851513
Loc,0,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530111529166,Econ,Glob+Loc,stan_models/master_model.stan,9346.538376458688,-2.8868527925412,3.1075506907624453
Loc,0,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530111529166,Glob,Econ+Loc,stan_models/master_model.stan,9207.550605866592,-8.072244861482197,4.310137089061077
Loc,0,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530111529166,,Econ+Glob+Loc,stan_models/master_model.stan,385.74231909634545,-0.8423050214208541,1.2721135483695967
Glob+Loc,0,1,1,dinst1,hk,Econ,stan_models/master_model.stan,5298.260441916529,Econ+Glob+Loc,,stan_models/master_model.stan,5648.683252096875,-2.9936097005141313,2.018515781797795
Glob+Loc,0,1,1,dinst1,hk,Econ,stan_models/master_model.stan,5298.260441916529,Econ+Glob,Loc,stan_models/master_model.stan,4113.550815619528,-2.3537134390796357,2.211503719854774
Glob+Loc,0,1,1,dinst1,hk,Econ,stan_models/master_model.stan,5298.260441916529,Econ+Loc,Glob,stan_models/master_model.stan,6582.4919509063475,-2.7759299968869726,2.9566012572996803
Glob+Loc,0,1,1,dinst1,hk,Econ,stan_models/master_model.stan,5298.260441916529,Econ,Glob+Loc,stan_models/master_model.stan,2055.144200764131,-2.148577656665065,3.028866809709438
Glob+Loc,0,1,1,dinst1,hk,Econ,stan_models/master_model.stan,5298.260441916529,Glob,Econ+Loc,stan_models/master_model.stan,6771.467347371858,-0.6793012358461663,1.183857058907313
Glob+Loc,0,1,1,dinst1,hk,Econ,stan_models/master_model.stan,5298.260441916529,Loc,Econ+Glob,stan_models/master_model.stan,553.10086767748,-1.1440155640969074,1.3951453741056208
Glob+Loc,0,1,1,dinst1,hk,Econ,stan_models/master_model.stan,5298.260441916529,,Econ+Glob+Loc,stan_models/master_model.stan,5721.088939370355,-1.639542302094128,1.8126327694862017
Econ,1,-1,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266286239,Econ+Glob+Loc,,stan_models/master_model.stan,8659.40762861236,-5.455588338154881,2.897073885008608
Econ,1,-1,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266286239,Econ+Glob,Loc,stan_models/master_model.stan,9356.364916733,-1.1612284800282584,1.5175592725721312
Econ,1,-1,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266286239,Econ+Loc,Glob,stan_models/master_model.stan,9217.30250111688,-4.246896762231689,2.554798712423479
Econ,1,-1,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266286239,Glob+Loc,Econ,stan_models/master_model.stan,2339.266903901007,-0.894521561568622,4.598912065112193
Econ,1,-1,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266286239,Glob,Econ+Loc,stan_models/master_model.stan,9883.53950539697,-3.8824208299164376,3.958806679890251
Econ,1,-1,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266286239,Loc,Econ+Glob,stan_models/master_model.stan,5737.699393009301,-9.929074152956964,5.3389589524584045
Econ,1,-1,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266286239,,Econ+Glob+Loc,stan_models/master_model.stan,4896.28237189143,-12.284241425967865,4.698773269626559
Econ,1,-1,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666091971332,Econ+Glob+Loc,,stan_models/master_model.stan,7262.079300263664,-8.103348992702191,3.3950192366012826
Econ,1,-1,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666091971332,Econ+Glob,Loc,stan_models/master_model.stan,5382.257507566595,-3.807851078266385,2.376076245508515
Econ,1,-1,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666091971332,Econ+Loc,Glob,stan_models/master_model.stan,3567.765068765031,-4.170981394716627,2.4569597956573817
Econ,1,-1,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666091971332,Glob+Loc,Econ,stan_models/master_model.stan,2867.745146270143,-10.18225649217833,4.334732511543657
Econ,1,-1,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666091971332,Glob,Econ+Loc,stan_models/master_model.stan,7519.562071311055,-7.551251073433127,3.906914625142375
Econ,1,-1,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666091971332,Loc,Econ+Glob,stan_models/master_model.stan,3445.469541693805,-3.9397127624260015,2.7458131252064275
Econ,1,-1,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666091971332,,Econ+Glob+Loc,stan_models/master_model.stan,5080.669007235672,-0.05313432812663166,1.5646111964932823
Econ+Glob,1,-1,1,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908392431,Econ+Glob+Loc,,stan_models/master_model.stan,6857.205102016684,-0.5504631493833685,1.1067692073960957
Econ+Glob,1,-1,1,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908392431,Econ+Loc,Glob,stan_models/master_model.stan,8825.54067226313,-1.6048122372967146,2.085641473547217
Econ+Glob,1,-1,1,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908392431,Glob+Loc,Econ,stan_models/master_model.stan,4518.613243273692,-21.290305689057796,6.702748808729593
Econ+Glob,1,-1,1,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908392431,Econ,Glob+Loc,stan_models/master_model.stan,9347.290185924387,-1.7830597784811797,1.7156614493407867
Econ+Glob,1,-1,1,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908392431,Glob,Econ+Loc,stan_models/master_model.stan,964.0253776870668,-21.08906304828002,6.688292457497994
Econ+Glob,1,-1,1,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908392431,Loc,Econ+Glob,stan_models/master_model.stan,6165.980078211054,-6.8827292678503955,5.897458483847761
Econ+Glob,1,-1,1,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908392431,,Econ+Glob+Loc,stan_models/master_model.stan,2805.0178988685366,-6.717718764824928,5.8519597532713
Econ,1,0,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905182806542,Econ+Glob+Loc,,stan_models/master_model.stan,5772.876855250914,-4.138788274393518,3.6064988430795424
Econ,1,0,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905182806542,Econ+Glob,Loc,stan_models/master_model.stan,6246.968767570332,-1.361781754158745,2.154086776936996
Econ,1,0,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905182806542,Econ+Loc,Glob,stan_models/master_model.stan,9954.930629833369,-5.16789681154836,2.9503170709668103
Econ,1,0,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905182806542,Glob+Loc,Econ,stan_models/master_model.stan,7521.388272777433,-5.230825092354243,5.251363996637722
Econ,1,0,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905182806542,Glob,Econ+Loc,stan_models/master_model.stan,3817.9868925255723,-8.811292583049433,4.472066438016952
Econ,1,0,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905182806542,Loc,Econ+Glob,stan_models/master_model.stan,5233.681342333555,-6.528277206052612,5.213008310151779
Econ,1,0,-1,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905182806542,,Econ+Glob+Loc,stan_models/master_model.stan,6925.754761399468,-10.064905019639243,4.406692647947621
Econ,1,0,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049059011,Econ+Glob+Loc,,stan_models/master_model.stan,6162.380117464345,-2.4388841837961124,1.9263021422359112
Econ,1,0,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049059011,Econ+Glob,Loc,stan_models/master_model.stan,2913.4061800471973,-1.6120570049134955,1.484554137534743
Econ,1,0,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049059011,Econ+Loc,Glob,stan_models/master_model.stan,3910.390690168366,-0.7047783463758659,1.176985058371418
Econ,1,0,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049059011,Glob+Loc,Econ,stan_models/master_model.stan,4265.7758963310625,-6.102330917389807,3.6641791170876967
Econ,1,0,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049059011,Glob,Econ+Loc,stan_models/master_model.stan,4722.303801671369,-5.555806358656689,3.5698354311884475
Econ,1,0,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049059011,Loc,Econ+Glob,stan_models/master_model.stan,601.235703155864,-1.67095750966568,2.315775551508303
Econ,1,0,0,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049059011,,Econ+Glob+Loc,stan_models/master_model.stan,7687.262211148161,-1.2563722021170367,2.0991813043031677
Econ+Glob,1,0,1,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373199323,Econ+Glob+Loc,,stan_models/master_model.stan,6262.287927246885,-2.834343654581028,1.9769926204416146
Econ+Glob,1,0,1,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373199323,Econ+Loc,Glob,stan_models/master_model.stan,3854.351656009676,-2.1924824310818902,2.330479176645296
Econ+Glob,1,0,1,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373199323,Glob+Loc,Econ,stan_models/master_model.stan,3345.871386653511,-20.699782098287262,6.494345186167352
Econ+Glob,1,0,1,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373199323,Econ,Glob+Loc,stan_models/master_model.stan,8190.996371872257,-0.45789566880697485,1.306868975167774
Econ+Glob,1,0,1,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373199323,Glob,Econ+Loc,stan_models/master_model.stan,1262.0042324850801,-19.44412740173753,6.402702815377749
Econ+Glob,1,0,1,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373199323,Loc,Econ+Glob,stan_models/master_model.stan,5018.9015896606725,-12.806458407611183,5.697830820288969
Econ+Glob,1,0,1,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373199323,,Econ+Glob+Loc,stan_models/master_model.stan,6507.255028134678,-11.029094192621498,5.540018409841077
Econ+Loc,1,1,-1,dinst1,hk,Glob,stan_models/master_model.stan,8185.948170081014,Econ+Glob+Loc,,stan_models/master_model.stan,7873.7787242080085,-1.928945717507661,1.41338911849896
Econ+Loc,1,1,-1,dinst1,hk,Glob,stan_models/master_model.stan,8185.948170081014,Econ+Glob,Loc,stan_models/master_model.stan,504.74697444122285,-2.06391771942447,2.8699383723774017
Econ+Loc,1,1,-1,dinst1,hk,Glob,stan_models/master_model.stan,8185.948170081014,Glob+Loc,Econ,stan_models/master_model.stan,4514.197143731406,-1.641780763803272,2.240381770136481
Econ+Loc,1,1,-1,dinst1,hk,Glob,stan_models/master_model.stan,8185.948170081014,Econ,Glob+Loc,stan_models/master_model.stan,2749.5846108375117,-3.842606131309937,2.446780039374908
Econ+Loc,1,1,-1,dinst1,hk,Glob,stan_models/master_model.stan,8185.948170081014,Glob,Econ+Loc,stan_models/master_model.stan,7577.233518089168,-1.9918227056556272,3.2470919272832925
Econ+Loc,1,1,-1,dinst1,hk,Glob,stan_models/master_model.stan,8185.948170081014,Loc,Econ+Glob,stan_models/master_model.stan,1677.5239616921172,-0.5749981238749289,1.3927526323330233
Econ+Loc,1,1,-1,dinst1,hk,Glob,stan_models/master_model.stan,8185.948170081014,,Econ+Glob+Loc,stan_models/master_model.stan,686.745385741815,-4.1802937691688005,2.716731290344704
Econ+Loc,1,1,0,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225432832,Econ+Glob+Loc,,stan_models/master_model.stan,2028.1216637459584,-5.100872152350776,2.928370324940614
Econ+Loc,1,1,0,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225432832,Econ+Glob,Loc,stan_models/master_model.stan,2144.0228503055405,-3.7190453761138933,3.165916250278544
Econ+Loc,1,1,0,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225432832,Glob+Loc,Econ,stan_models/master_model.stan,3013.917773391353,-27.583563727375928,7.364637026532116
Econ+Loc,1,1,0,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225432832,Econ,Glob+Loc,stan_models/master_model.stan,4013.28581881593,-1.017020320321663,1.4028364794757278
Econ+Loc,1,1,0,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225432832,Glob,Econ+Loc,stan_models/master_model.stan,6629.302999499021,-27.013325145726483,7.5050281868080235
Econ+Loc,1,1,0,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225432832,Loc,Econ+Glob,stan_models/master_model.stan,4703.445658151992,-6.5578448986028945,4.217593131015005
Econ+Loc,1,1,0,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225432832,,Econ+Glob+Loc,stan_models/master_model.stan,1308.8632510344032,-5.733122223340375,4.498216317572142
Econ+Glob+Loc,1,1,1,dinst1,hk,,stan_models/master_model.stan,6311.813577178167,Econ+Glob,Loc,stan_models/master_model.stan,5733.558895476628,-0.26053341092497284,1.1739668709697533
Econ+Glob+Loc,1,1,1,dinst1,hk,,stan_models/master_model.stan,6311.813577178167,Econ+Loc,Glob,stan_models/master_model.stan,103.8697456610389,-1.4205508740469686,1.4853468960240277
Econ+Glob+Loc,1,1,1,dinst1,hk,,stan_models/master_model.stan,6311.813577178167,Glob+Loc,Econ,stan_models/master_model.stan,8649.322881694417,-1.9314965900135217,1.8294240514903428
Econ+Glob+Loc,1,1,1,dinst1,hk,,stan_models/master_model.stan,6311.813577178167,Econ,Glob+Loc,stan_models/master_model.stan,3631.964983359445,-1.8244033110574804,1.847767518740739
Econ+Glob+Loc,1,1,1,dinst1,hk,,stan_models/master_model.stan,6311.813577178167,Glob,Econ+Loc,stan_models/master_model.stan,134.32461514207534,-2.249779911364749,2.13280873815011
Econ+Glob+Loc,1,1,1,dinst1,hk,,stan_models/master_model.stan,6311.813577178167,Loc,Econ+Glob,stan_models/master_model.stan,2679.2019589976408,-7.942901982616515,3.7927729269838957
Econ+Glob+Loc,1,1,1,dinst1,hk,,stan_models/master_model.stan,6311.813577178167,,Econ+Glob+Loc,stan_models/master_model.stan,8285.776625146624,-7.766857047469651,3.825531177294387
