m_pos_vars_CORRECT,d_coef_econ,econ_sign,d_coef_loc,loc_sign,d_coef_glob,glon_sign,d_id,d_experiment,m_neg_vars_CORRECT,m_stanfile_CORRECT,seed.x,m_pos_vars_INCORRECT,m_neg_vars_INCORRECT,INCOR_MOD_econ,INCOR_MOD_glob,INCOR_MOD_loc,econ_match,loc_match,glob_match,NUM_MATCHES,m_stanfile_INCORRECT,seed.y,elpd_diff,se_diff,num_zeroes
NA,0,neg,0,neg,0,neg,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182,Econ+Loc,Glob,pos,neg,pos,NO,NO,MATCH,1,stan_models/master_model.stan,1833.459759,-2.656728909,2.196479962,three
NA,0,neg,0,neg,0,neg,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182,Glob+Loc,Econ,neg,pos,pos,MATCH,NO,NO,1,stan_models/master_model.stan,2225.360639,-6.203175824,3.154216448,three
NA,0,neg,0,neg,0,neg,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182,Econ,Glob+Loc,pos,neg,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,6318.932554,-0.4979567943,1.397929729,three
NA,0,neg,0,neg,0,neg,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182,Glob,Econ+Loc,neg,pos,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,6929.861395,-4.450991513,2.868209476,three
NA,0,neg,0,neg,0,neg,dinst1,hk,Econ+Glob+Loc,stan_models/master_model.stan,5495.382182,Loc,Econ+Glob,neg,neg,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,8994.707145,-2.118981428,1.596289285,three
Glob,0,neg,0,neg,1,pos,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.396916,Econ+Glob+Loc,NA,pos,pos,pos,NO,NO,MATCH,1,stan_models/master_model.stan,3641.126656,-9.794374037,5.023916301,two
Glob,0,neg,0,neg,1,pos,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.396916,Econ+Glob,Loc,pos,pos,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,7343.655395,-10.67142787,4.923366819,two
Glob,0,neg,0,neg,1,pos,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.396916,Econ+Loc,Glob,pos,neg,pos,NO,NO,NO,0,stan_models/master_model.stan,4968.322186,-10.94347255,5.098724218,two
Glob,0,neg,0,neg,1,pos,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.396916,Glob+Loc,Econ,neg,pos,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,376.1741205,-0.637276744,0.9373024158,two
Glob,0,neg,0,neg,1,pos,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.396916,Econ,Glob+Loc,pos,neg,neg,NO,MATCH,NO,1,stan_models/master_model.stan,535.4014017,-11.94969128,5.031081659,two
Glob,0,neg,0,neg,1,pos,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.396916,Loc,Econ+Glob,neg,neg,pos,MATCH,NO,NO,1,stan_models/master_model.stan,4527.439813,-6.196033907,3.691427559,two
Glob,0,neg,0,neg,1,pos,dinst1,hk,Econ+Loc,stan_models/master_model.stan,1344.396916,NA,Econ+Glob+Loc,neg,neg,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,7623.420806,-6.795171167,3.526947594,two
Loc,0,neg,1,pos,-1,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274348,Econ+Glob+Loc,NA,pos,pos,pos,NO,MATCH,NO,1,stan_models/master_model.stan,8334.935257,-10.54778423,4.337905669,one
Loc,0,neg,1,pos,-1,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274348,Econ+Glob,Loc,pos,pos,neg,NO,NO,NO,0,stan_models/master_model.stan,7000.661547,-3.809350494,5.012714309,one
Loc,0,neg,1,pos,-1,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274348,Econ+Loc,Glob,pos,neg,pos,NO,MATCH,MATCH,2,stan_models/master_model.stan,4458.222704,-10.32838485,4.489783561,one
Loc,0,neg,1,pos,-1,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274348,Glob+Loc,Econ,neg,pos,pos,MATCH,MATCH,NO,2,stan_models/master_model.stan,8924.713742,-3.116049266,2.256149223,one
Loc,0,neg,1,pos,-1,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274348,Econ,Glob+Loc,pos,neg,neg,NO,NO,MATCH,1,stan_models/master_model.stan,9745.818016,-3.573175422,5.076946282,one
Loc,0,neg,1,pos,-1,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274348,Glob,Econ+Loc,neg,pos,neg,MATCH,NO,NO,1,stan_models/master_model.stan,5160.196844,-1.635047275,3.447533728,one
Loc,0,neg,1,pos,-1,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,7640.274348,NA,Econ+Glob+Loc,neg,neg,neg,MATCH,NO,MATCH,2,stan_models/master_model.stan,9257.89411,-4.401417342,2.587891275,one
Loc,0,neg,1,pos,0,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530112,Econ+Glob+Loc,NA,pos,pos,pos,NO,MATCH,NO,1,stan_models/master_model.stan,4115.82552,-0.4269345243,4.274469116,two
Loc,0,neg,1,pos,0,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530112,Econ+Glob,Loc,pos,pos,neg,NO,NO,NO,0,stan_models/master_model.stan,3932.21639,-0.7813076736,4.460428212,two
Loc,0,neg,1,pos,0,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530112,Econ+Loc,Glob,pos,neg,pos,NO,MATCH,MATCH,2,stan_models/master_model.stan,5188.611269,-1.922720211,2.786150741,two
Loc,0,neg,1,pos,0,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530112,Glob+Loc,Econ,neg,pos,pos,MATCH,MATCH,NO,2,stan_models/master_model.stan,8172.876763,-8.598416415,4.14286514,two
Loc,0,neg,1,pos,0,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530112,Econ,Glob+Loc,pos,neg,neg,NO,NO,MATCH,1,stan_models/master_model.stan,9346.538376,-2.886852793,3.107550691,two
Loc,0,neg,1,pos,0,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530112,Glob,Econ+Loc,neg,pos,neg,MATCH,NO,NO,1,stan_models/master_model.stan,9207.550606,-8.072244861,4.310137089,two
Loc,0,neg,1,pos,0,neg,dinst1,hk,Econ+Glob,stan_models/master_model.stan,8347.530112,NA,Econ+Glob+Loc,neg,neg,neg,MATCH,NO,MATCH,2,stan_models/master_model.stan,385.7423191,-0.8423050214,1.272113548,two
Glob+Loc,0,neg,1,pos,1,pos,dinst1,hk,Econ,stan_models/master_model.stan,5298.260442,Econ+Glob+Loc,NA,pos,pos,pos,NO,MATCH,MATCH,2,stan_models/master_model.stan,5648.683252,-2.993609701,2.018515782,one
Glob+Loc,0,neg,1,pos,1,pos,dinst1,hk,Econ,stan_models/master_model.stan,5298.260442,Econ+Glob,Loc,pos,pos,neg,NO,NO,MATCH,1,stan_models/master_model.stan,4113.550816,-2.353713439,2.21150372,one
Glob+Loc,0,neg,1,pos,1,pos,dinst1,hk,Econ,stan_models/master_model.stan,5298.260442,Econ+Loc,Glob,pos,neg,pos,NO,MATCH,NO,1,stan_models/master_model.stan,6582.491951,-2.775929997,2.956601257,one
Glob+Loc,0,neg,1,pos,1,pos,dinst1,hk,Econ,stan_models/master_model.stan,5298.260442,Econ,Glob+Loc,pos,neg,neg,NO,NO,NO,0,stan_models/master_model.stan,2055.144201,-2.148577657,3.02886681,one
Glob+Loc,0,neg,1,pos,1,pos,dinst1,hk,Econ,stan_models/master_model.stan,5298.260442,Glob,Econ+Loc,neg,pos,neg,MATCH,NO,MATCH,2,stan_models/master_model.stan,6771.467347,-0.6793012358,1.183857059,one
Glob+Loc,0,neg,1,pos,1,pos,dinst1,hk,Econ,stan_models/master_model.stan,5298.260442,Loc,Econ+Glob,neg,neg,pos,MATCH,MATCH,NO,2,stan_models/master_model.stan,553.1008677,-1.144015564,1.395145374,one
Glob+Loc,0,neg,1,pos,1,pos,dinst1,hk,Econ,stan_models/master_model.stan,5298.260442,NA,Econ+Glob+Loc,neg,neg,neg,MATCH,NO,NO,1,stan_models/master_model.stan,5721.088939,-1.639542302,1.812632769,one
Econ,1,pos,-1,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,NO,NO,1,stan_models/master_model.stan,8659.407629,-5.455588338,2.897073885,zero
Econ,1,pos,-1,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266,Econ+Glob,Loc,pos,pos,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,9356.364917,-1.16122848,1.517559273,zero
Econ,1,pos,-1,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266,Econ+Loc,Glob,pos,neg,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,9217.302501,-4.246896762,2.554798712,zero
Econ,1,pos,-1,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266,Glob+Loc,Econ,neg,pos,pos,NO,NO,NO,0,stan_models/master_model.stan,2339.266904,-0.8945215616,4.598912065,zero
Econ,1,pos,-1,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266,Glob,Econ+Loc,neg,pos,neg,NO,MATCH,NO,1,stan_models/master_model.stan,9883.539505,-3.88242083,3.95880668,zero
Econ,1,pos,-1,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266,Loc,Econ+Glob,neg,neg,pos,NO,NO,MATCH,1,stan_models/master_model.stan,5737.699393,-9.929074153,5.338958952,zero
Econ,1,pos,-1,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,78.46572266,NA,Econ+Glob+Loc,neg,neg,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,4896.282372,-12.28424143,4.69877327,zero
Econ,1,pos,-1,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666092,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,NO,NO,1,stan_models/master_model.stan,7262.0793,-8.103348993,3.395019237,one
Econ,1,pos,-1,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666092,Econ+Glob,Loc,pos,pos,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,5382.257508,-3.807851078,2.376076246,one
Econ,1,pos,-1,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666092,Econ+Loc,Glob,pos,neg,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,3567.765069,-4.170981395,2.456959796,one
Econ,1,pos,-1,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666092,Glob+Loc,Econ,neg,pos,pos,NO,NO,NO,0,stan_models/master_model.stan,2867.745146,-10.18225649,4.334732512,one
Econ,1,pos,-1,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666092,Glob,Econ+Loc,neg,pos,neg,NO,MATCH,NO,1,stan_models/master_model.stan,7519.562071,-7.551251073,3.906914625,one
Econ,1,pos,-1,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666092,Loc,Econ+Glob,neg,neg,pos,NO,NO,MATCH,1,stan_models/master_model.stan,3445.469542,-3.939712762,2.745813125,one
Econ,1,pos,-1,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,2194.666092,NA,Econ+Glob+Loc,neg,neg,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,5080.669007,-0.05313432813,1.564611196,one
Econ+Glob,1,pos,-1,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,6857.205102,-0.5504631494,1.106769207,zero
Econ+Glob,1,pos,-1,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908,Econ+Loc,Glob,pos,neg,pos,MATCH,NO,NO,1,stan_models/master_model.stan,8825.540672,-1.604812237,2.085641474,zero
Econ+Glob,1,pos,-1,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908,Glob+Loc,Econ,neg,pos,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,4518.613243,-21.29030569,6.702748809,zero
Econ+Glob,1,pos,-1,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908,Econ,Glob+Loc,pos,neg,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,9347.290186,-1.783059778,1.715661449,zero
Econ+Glob,1,pos,-1,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908,Glob,Econ+Loc,neg,pos,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,964.0253777,-21.08906305,6.688292457,zero
Econ+Glob,1,pos,-1,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908,Loc,Econ+Glob,neg,neg,pos,NO,NO,NO,0,stan_models/master_model.stan,6165.980078,-6.882729268,5.897458484,zero
Econ+Glob,1,pos,-1,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,7885.896908,NA,Econ+Glob+Loc,neg,neg,neg,NO,MATCH,NO,1,stan_models/master_model.stan,2805.017899,-6.717718765,5.851959753,zero
Econ,1,pos,0,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905183,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,NO,NO,1,stan_models/master_model.stan,5772.876855,-4.138788274,3.606498843,one
Econ,1,pos,0,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905183,Econ+Glob,Loc,pos,pos,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,6246.968768,-1.361781754,2.154086777,one
Econ,1,pos,0,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905183,Econ+Loc,Glob,pos,neg,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,9954.93063,-5.167896812,2.950317071,one
Econ,1,pos,0,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905183,Glob+Loc,Econ,neg,pos,pos,NO,NO,NO,0,stan_models/master_model.stan,7521.388273,-5.230825092,5.251363997,one
Econ,1,pos,0,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905183,Glob,Econ+Loc,neg,pos,neg,NO,MATCH,NO,1,stan_models/master_model.stan,3817.986893,-8.811292583,4.472066438,one
Econ,1,pos,0,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905183,Loc,Econ+Glob,neg,neg,pos,NO,NO,MATCH,1,stan_models/master_model.stan,5233.681342,-6.528277206,5.21300831,one
Econ,1,pos,0,neg,-1,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,9491.905183,NA,Econ+Glob+Loc,neg,neg,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,6925.754761,-10.06490502,4.406692648,one
Econ,1,pos,0,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,NO,NO,1,stan_models/master_model.stan,6162.380117,-2.438884184,1.926302142,two
Econ,1,pos,0,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049,Econ+Glob,Loc,pos,pos,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,2913.40618,-1.612057005,1.484554138,two
Econ,1,pos,0,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049,Econ+Loc,Glob,pos,neg,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,3910.39069,-0.7047783464,1.176985058,two
Econ,1,pos,0,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049,Glob+Loc,Econ,neg,pos,pos,NO,NO,NO,0,stan_models/master_model.stan,4265.775896,-6.102330917,3.664179117,two
Econ,1,pos,0,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049,Glob,Econ+Loc,neg,pos,neg,NO,MATCH,NO,1,stan_models/master_model.stan,4722.303802,-5.555806359,3.569835431,two
Econ,1,pos,0,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049,Loc,Econ+Glob,neg,neg,pos,NO,NO,MATCH,1,stan_models/master_model.stan,601.2357032,-1.67095751,2.315775552,two
Econ,1,pos,0,neg,0,neg,dinst1,hk,Glob+Loc,stan_models/master_model.stan,6318.487049,NA,Econ+Glob+Loc,neg,neg,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,7687.262211,-1.256372202,2.099181304,two
Econ+Glob,1,pos,0,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,NO,MATCH,2,stan_models/master_model.stan,6262.287927,-2.834343655,1.97699262,one
Econ+Glob,1,pos,0,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373,Econ+Loc,Glob,pos,neg,pos,MATCH,NO,NO,1,stan_models/master_model.stan,3854.351656,-2.192482431,2.330479177,one
Econ+Glob,1,pos,0,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373,Glob+Loc,Econ,neg,pos,pos,NO,NO,MATCH,1,stan_models/master_model.stan,3345.871387,-20.6997821,6.494345186,one
Econ+Glob,1,pos,0,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373,Econ,Glob+Loc,pos,neg,neg,MATCH,MATCH,NO,2,stan_models/master_model.stan,8190.996372,-0.4578956688,1.306868975,one
Econ+Glob,1,pos,0,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373,Glob,Econ+Loc,neg,pos,neg,NO,MATCH,MATCH,2,stan_models/master_model.stan,1262.004232,-19.4441274,6.402702815,one
Econ+Glob,1,pos,0,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373,Loc,Econ+Glob,neg,neg,pos,NO,NO,NO,0,stan_models/master_model.stan,5018.90159,-12.80645841,5.69783082,one
Econ+Glob,1,pos,0,neg,1,pos,dinst1,hk,Loc,stan_models/master_model.stan,8300.372373,NA,Econ+Glob+Loc,neg,neg,neg,NO,MATCH,NO,1,stan_models/master_model.stan,6507.255028,-11.02909419,5.54001841,one
Econ+Loc,1,pos,1,pos,-1,neg,dinst1,hk,Glob,stan_models/master_model.stan,8185.94817,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,MATCH,NO,2,stan_models/master_model.stan,7873.778724,-1.928945718,1.413389118,zero
Econ+Loc,1,pos,1,pos,-1,neg,dinst1,hk,Glob,stan_models/master_model.stan,8185.94817,Econ+Glob,Loc,pos,pos,neg,MATCH,NO,NO,1,stan_models/master_model.stan,504.7469744,-2.063917719,2.869938372,zero
Econ+Loc,1,pos,1,pos,-1,neg,dinst1,hk,Glob,stan_models/master_model.stan,8185.94817,Glob+Loc,Econ,neg,pos,pos,NO,MATCH,NO,1,stan_models/master_model.stan,4514.197144,-1.641780764,2.24038177,zero
Econ+Loc,1,pos,1,pos,-1,neg,dinst1,hk,Glob,stan_models/master_model.stan,8185.94817,Econ,Glob+Loc,pos,neg,neg,MATCH,NO,MATCH,2,stan_models/master_model.stan,2749.584611,-3.842606131,2.446780039,zero
Econ+Loc,1,pos,1,pos,-1,neg,dinst1,hk,Glob,stan_models/master_model.stan,8185.94817,Glob,Econ+Loc,neg,pos,neg,NO,NO,NO,0,stan_models/master_model.stan,7577.233518,-1.991822706,3.247091927,zero
Econ+Loc,1,pos,1,pos,-1,neg,dinst1,hk,Glob,stan_models/master_model.stan,8185.94817,Loc,Econ+Glob,neg,neg,pos,NO,MATCH,MATCH,2,stan_models/master_model.stan,1677.523962,-0.5749981239,1.392752632,zero
Econ+Loc,1,pos,1,pos,-1,neg,dinst1,hk,Glob,stan_models/master_model.stan,8185.94817,NA,Econ+Glob+Loc,neg,neg,neg,NO,NO,MATCH,1,stan_models/master_model.stan,686.7453857,-4.180293769,2.71673129,zero
Econ+Loc,1,pos,1,pos,0,neg,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225,Econ+Glob+Loc,NA,pos,pos,pos,MATCH,MATCH,NO,2,stan_models/master_model.stan,2028.121664,-5.100872152,2.928370325,one
Econ+Loc,1,pos,1,pos,0,neg,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225,Econ+Glob,Loc,pos,pos,neg,MATCH,NO,NO,1,stan_models/master_model.stan,2144.02285,-3.719045376,3.16591625,one
Econ+Loc,1,pos,1,pos,0,neg,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225,Glob+Loc,Econ,neg,pos,pos,NO,MATCH,NO,1,stan_models/master_model.stan,3013.917773,-27.58356373,7.364637027,one
Econ+Loc,1,pos,1,pos,0,neg,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225,Econ,Glob+Loc,pos,neg,neg,MATCH,NO,MATCH,2,stan_models/master_model.stan,4013.285819,-1.01702032,1.402836479,one
Econ+Loc,1,pos,1,pos,0,neg,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225,Glob,Econ+Loc,neg,pos,neg,NO,NO,NO,0,stan_models/master_model.stan,6629.302999,-27.01332515,7.505028187,one
Econ+Loc,1,pos,1,pos,0,neg,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225,Loc,Econ+Glob,neg,neg,pos,NO,MATCH,MATCH,2,stan_models/master_model.stan,4703.445658,-6.557844899,4.217593131,one
Econ+Loc,1,pos,1,pos,0,neg,dinst1,hk,Glob,stan_models/master_model.stan,6984.285225,NA,Econ+Glob+Loc,neg,neg,neg,NO,NO,MATCH,1,stan_models/master_model.stan,1308.863251,-5.733122223,4.498216318,one
Econ+Glob+Loc,1,pos,1,pos,1,pos,dinst1,hk,NA,stan_models/master_model.stan,6311.813577,Econ+Glob,Loc,pos,pos,neg,MATCH,NO,MATCH,2,stan_models/master_model.stan,5733.558895,-0.2605334109,1.173966871,zero
Econ+Glob+Loc,1,pos,1,pos,1,pos,dinst1,hk,NA,stan_models/master_model.stan,6311.813577,Econ+Loc,Glob,pos,neg,pos,MATCH,MATCH,NO,2,stan_models/master_model.stan,103.8697457,-1.420550874,1.485346896,zero
Econ+Glob+Loc,1,pos,1,pos,1,pos,dinst1,hk,NA,stan_models/master_model.stan,6311.813577,Glob+Loc,Econ,neg,pos,pos,NO,MATCH,MATCH,2,stan_models/master_model.stan,8649.322882,-1.93149659,1.829424051,zero
Econ+Glob+Loc,1,pos,1,pos,1,pos,dinst1,hk,NA,stan_models/master_model.stan,6311.813577,Econ,Glob+Loc,pos,neg,neg,MATCH,NO,NO,1,stan_models/master_model.stan,3631.964983,-1.824403311,1.847767519,zero
Econ+Glob+Loc,1,pos,1,pos,1,pos,dinst1,hk,NA,stan_models/master_model.stan,6311.813577,Glob,Econ+Loc,neg,pos,neg,NO,NO,MATCH,1,stan_models/master_model.stan,134.3246151,-2.249779911,2.132808738,zero
Econ+Glob+Loc,1,pos,1,pos,1,pos,dinst1,hk,NA,stan_models/master_model.stan,6311.813577,Loc,Econ+Glob,neg,neg,pos,NO,MATCH,NO,1,stan_models/master_model.stan,2679.201959,-7.942901983,3.792772927,zero
Econ+Glob+Loc,1,pos,1,pos,1,pos,dinst1,hk,NA,stan_models/master_model.stan,6311.813577,NA,Econ+Glob+Loc,neg,neg,neg,NO,NO,NO,0,stan_models/master_model.stan,8285.776625,-7.766857047,3.825531177,zero